ID,Name,Code,Country
687,Air Sorel,WHY,Canada
688,Air Net Private Charter,WDR,United States
689,Air Executive Charter,XEC,Germany
690,Air Foyle,UPA,United Kingdom
691,Air Midwest,VTY,Nigeria
692,Air Tahiti,VTA,French Polynesia
693,Air Urga,URG,Ukraine
694,Air Vardar,VDR,Macedonia
695,Air VIA,VIM,Bulgaria
696,Air Walser,WLR,Italy
697,Aircompany Rosavia,URA,Ukraine
698,Aircraft Performance Group,XLB,United States
699,Airwaves Airlink,WLA,Zambia
700,Airways Corporation of New Zealand,XFX,New Zealand
701,Airways,WAY,France
702,Airwings oy,WGS,Finland
703,Airkenya,XAK,Kenya
704,Air-Lift Associates,WPK,United States
705,Airtrans Ltd,VAB,Russia
706,ARP 410 Airlines,URP,Ukraine
707,Auckland Regional Rescue Helicopter Trust,WPR,New Zealand
708,Aurora Airlines,URR,Slovenia
709,Austro Aereo,UST,Ecuador
710,Aviation Partners,WLT,United States
711,Avialift Vladivostok,VLV,Russia
712,Aviacion Comercial de America,VME,Mexico
713,Aviast Air,VVA,Russia
714,Aviation North,WLV,United States
715,Africa West,WTA,Togo
716,Avient Air Zambia,VNT,Zambia
717,Aviazur,VZR,France
718,Aviaprad,VID,Russia
719,Avirex,VXG,Gabon
720,Aviaexpress Aircompany,VXX,Ukraine
721,AMR Services Corporation,XAM,United States
722,Airline Operations Services,XAO,United States
723,Airlines 400,VAZ,Russia
724,ATRAN Cargo Airlines,VAS,Russian Federation
725,Ameravia,VAM,Uruguay
726,Angkor Air,VAV,Cambodia
727,AVB-2004 Ltd,VBC,Bulgaria
728,ASECNA,XKX,France
729,AT and T Aviation Division,XAT,United States
730,Avalair,VAI,Serbia
731,Averitt Air Charter,VRT,United States
732,Avensa,AVE,Venezuela
733,Avolar Aerolineas,VLI,Mexico
734,Avstar Aviation,VSA,South Africa
735,AVESCA,VSC,Colombia
736,Aviaprom Enterprises,XAV,Russia
737,Avia Trans Air Transport,VTT,Sudan
738,Aviostart AS,VSR,Bulgaria
739,Aviacao Transportes Aereos e Cargas,VTG,Angola
740,Assistance Aeroportuaire de L'Aeroport de Paris,XJA,France
741,American Flight Service Systems,XFS,United States
742,AASANA,XXV,Bolivia
743,Australian air Express,XME,Australia
744,AMS Group,XMG,Russia
745,Air Caraibes Atlantique,CAJ,France
746,Air China Cargo,CAO,China
747,Aerovias Caribe,CBE,Mexico
748,Aerotaxi del Cabo,CBO,Mexico
749,Air Columbus,CBS,Ukraine
750,Aero Cabo,CBV,Mexico
751,Air China,CCA,China
752,Aerocardal,CDA,Chile
753,Aero Condor Peru,CDP,Peru
754,Aerotrans,CDU,Russia
755,Airline Skol,CDV,Russia
756,Aerofan,CFF,Spain
757,ACEF,CFM,Portugal
758,Africa One,CFR,Democratic Republic of the Congo
759,Aero Calafia,CFV,Mexico
760,Air Cargo Belize,CGB,Belize
761,Aero Clube Do Algarve,CGV,Portugal
762,Air Great Wall,CGW,China
763,Aircompany Chaika,CHJ,Ukraine
764,Air Charter Services,CHR,Democratic Republic of the Congo
765,Air Charter Professionals,CHV,United States
766,Asia Continental Airlines,CID,Kazakhstan
767,Arctic Circle Air Service,CIR,United States
768,Aviation Charter Services,CKL,United States
769,Aerovias Castillo,CLL,Mexico
770,Aero Club De Portugal,CLP,Portugal
771,Air Care Alliance,CMF,United States
772,Aero Continente Dominicana,CND,Dominican Republic
773,Air Toronto,CNE,Canada
774,Aquila Air,CNH,United States
775,Air Consul,CNU,Spain
776,Allcanada Express,CNX,Canada
777,ATS Private Company,CPF,Ukraine
778,Air Corridor,CRD,Mozambique
779,Air Central,CRF,Japan
780,Air Cruzal,CRJ,Angola
781,Aerotransportes Corporativos,CRP,Mexico
782,Air Creebec,CRQ,Canada
783,Aero Charter and Transport,CTA,United States
784,Air Tenglong,CTE,China
785,Aerlineas Centauro,CTR,Mexico
786,Aerocuahonte,CUO,Mexico
787,Air Chathams,CVA,New Zealand
788,Air Marshall Islands,CWM,Marshall Islands
789,Australian Customs Service,CWP,Australia
790,Air One Cityliner,CYL,Italy
791,Air Transport,CYO,United States
792,Access Air,CYD,United States
793,Aerocheyenne,CYE,Mexico
794,Air Algerie,DAH,Algeria
795,Aerovias DAP,DAP,Chile
796,Air Alpha,DBA,United States
797,Air Niagara Express,DBD,Canada
798,Aviation Defense Service,DEF,France
799,Air Service Groningen,DEG,Netherlands
800,Adam Air,DHI,Indonesia
801,Astar Air Cargo,DHL,United States
802,Archer Aviation,DHM,United Kingdom
803,Aeromedica,DIC,Mexico
804,Aerodin,DIN,Mexico
805,Antinea Airlines,DJA,Algeria
806,Air Djibouti,DJU,Djibouti
807,Air Dolomiti,DLA,Italy
808,Aero Modelo,DLS,Mexico
809,Aerolineas Del Sur,DLU,Chile
810,Aerodinamica de Monterrey,DMC,Mexico
811,Aeroservicios Dinamicos,DMI,Mexico
812,Aerotaxis Dosmil,DML,Mexico
813,Aerodespachos De El Salvador,DNA,El Salvador
814,Aeroynamics Malaga,DNC,Spain
815,Aerodynamics Incorporated,DNJ,United States
816,Aeroflot-Don,DNV,Russia
817,Air Madrid,DRD,Spain
818,Airways Flight Training,DRM,United Kingdom
819,Aeronaves Del Noreste,DRO,Mexico
820,Addis Air Cargo Services,DSC,Ethiopia
821,Aero Algarve,DSK,Portugal
822,Aex Air,DST,United States
823,Aero Davinci International,DVI,Mexico
824,Aero Dynamics,DYN,United States
825,Aeroservicios Ecuatorianos,EAE,Ecuador
826,Aero-Pyrenees,EAP,France
827,Air Transport,EAT,Slovakia
828,Aero Airlines,EAY,Estonia
829,Aero Ejecutivo De Baja California,EBC,Mexico
830,Air City,ECE,Germany
831,Aero Ejecutivos RCG,ECG,Mexico
832,Aeronautica Castellana,ECL,Spain
833,Aerolineas Comerciales,ECM,Mexico
834,Aerolineas Nacionales Del Ecuador,EDA,Ecuador
835,Air Este,EET,Spain
836,Air Mana,EFC,France
837,Aer Lingus,EIN,Ireland
838,Aeroservicios Ejecutivos Corporativos,EJP,Mexico
839,Alpi Eagles,ELG,Italy
840,Arrendoora y Transportadora Aerea,END,Mexico
841,Eliossola,EOS,Italy
842,Shenzhen Donghai Airlines,EPA,China
843,Aeronaves Del Noroeste,ENW,Spain
844,Airailes,EOL,France
845,Aero Ermes,EOM,Mexico
846,Aero Transportes Empresariales,EPL,Mexico
847,Epps Air Service,EPS,United States
848,Aero Empresarial,EPE,Mexico
849,Air S,EQL,Air S
850,Avianergo,ERG,Russia
851,Aero Servicios Regiomontanos,ERI,Mexico
852,Aerosec,ERK,Chile
853,Aeromaan,ERM,Mexico
854,Aerosaba,ESB,Mexico
855,Avitat,ESO,United Kingdom
856,Aerolineas Ejecutivas Del Sureste,ESU,Mexico
857,Aeronautica Le Esperanza,ESZ,Mexico
858,ATTICO,ETC,Sudan
859,Aero Siete,ETE,Mexico
860,Air Atlanta Europe,EUK,United Kingdom
861,Air Evex,EVE,Germany
862,Aeronautical Academy of Europe,EVR,Portugal
863,Air Exchange,EXG,United States
864,Atlantic Helicopters,FAC,Denmark
865,Argentine Air Force,FAG,Argentina
866,Air Fiji,FAJ,Fiji
867,AF-Air International,FAN,Angola
868,Aviation Data Systems,FBW,United States
869,Air Carriers,FCI,United States
870,Aerofrisco,FCO,Mexico
871,Alfa 4,FCU,Mexico
872,African Airlines,FDA,Mali
873,African Medical and Research Foundation,FDS,Kenya
874,Aero Freight,FGT,Mexico
875,Aerosafin,FIC,Mexico
876,Air Finland,FIF,Finland
877,Aerodata Flight Inspection,FII,Germany
878,Airfix Aviation,FIX,Finland
879,Air Pacific,FJI,Fiji
880,Air Falcon,FLD,Pakistan
881,Atlantic Airways,FLI,Faroe Islands
882,Air Florida,FLZ,United States
883,Air Fret De Mauritanie,FMT,Mauritania
884,Avio Nord,FNM,Italy
885,Aeroflota Del Noroeste,FNO,Spain
886,Aero Fenix,FNX,France
887,Ford Motor Company,FRD,United States
888,African Company Airlines,FPY,Democratic Republic of the Congo
889,Afrijet Airlines,FRJ,Nigeria
890,Afrika Aviation Handlers,FRK,Kenya
891,Afrique Chart'air,FRQ,Cameroon
892,Aerofreight Airlines,FRT,Russia
893,Aereos Limited,FST,United Kingdom
894,Air Affaires Tchad,FTC,Chad
895,ABC Bedarsflug,FTY,Austria
896,Air Iceland,FXI,Iceland
897,Air Philippines,GAP,Philippines
898,Aerogaucho,GAU,Uruguay
899,Aero Business Charter,GBJ,Germany
900,Atlantic Airlines,GBN,Gabon
901,Aeronor,GCF,Spain
902,Aerogem Cargo,GCK,Ghana
903,Aerovias del Golfo,GFO,Mexico
904,Aeronautica,GGL,Angola
905,Air Georgian,GGN,Canada
906,Aviance,GHL,United Kingdom
907,Air Ghana,GHN,Ghana
908,African International Transport,GIL,Guinea
909,Air Guinee Express,GIP,Guinea
910,Africa Airlines,GIZ,Guinea
911,Air Gemini,GLL,Angola
912,Aero Charter,GLT,United States
913,Aguilas Mayas Internacional,GME,Guatemala
914,Aerotaxis Guamuchil,GMM,Mexico
915,Aeroservicios Gama,GMS,Mexico
916,Amber Air,GNT,Lithuania
917,Alberta Government,GOA,Canada
918,Air Scotland,GRE,Greece
919,Air Georgia,GRG,Georgia
920,Air Cargo Center,GRI,Sao Tome and Principe
921,Air Greenland,GRL,Denmark
922,Allegro,GRO,Mexico
923,Agroar - Trabalhos Aereos,GRR,Portugal
924,Aircompany Grodno,GRX,Belarus
925,Airlift Alaska,GSP,United States
926,Agrocentr-Avia,GSV,Kazakhstan
927,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GTC,Turkey
928,Atlas Air,GTI,United States
929,Aerotaxi Grupo Tampico,GTP,Mexico
930,Aerotaxis de Aguascalientes,GUA,Mexico
931,Air Guyane,GUY,French Guiana
932,Air Victoria Georgia,GVI,Georgia
933,Air D'Ayiti,HAD,Haiti
934,Air Comores International,HAH,Comoros
935,Air Taxi,HAT,France
936,Aerohein,HEI,Chile
937,Atlantic Air Lift,HGH,France
938,Atlantic Airlines de Honduras,HHA,Honduras
939,Aviacion Ejecutiva De Hildago,HID,Mexico
940,Air Haiti,HJA,Haiti
941,Al Rais Cargo,HJT,United Arab Emirates
942,Air-Invest,HKH,Hungary
943,Air Tahoma,HMA,United States
944,Air Nova,HMT,Canada
945,Aero Homex,HOM,Mexico
946,Almiron Aviation,HPO,Uganda
947,Avinor,HQO,Norway
948,Airlink Airways,HYR,Ireland
949,Air Horizon,HZT,Togo
950,AC Insat-Aero,IAE,Russia
951,Air Inter Cameroun,ICM,Cameroon
952,Air Lift,IFI,Greece
953,Aero Survey,IKM,Ghana
954,Aero Airline,ILK,Kazakhstan
955,Airtime Charters,IME,United Kingdom
956,Aerotaxis Cimarron,IMN,Mexico
957,Aero International,INA,Mexico
958,Aeroingenieria,ING,Chile
959,Aeroservicios Intergrados de Norte,INO,Mexico
960,Airpull Aviation,IPL,Spain
961,Arvand Airlines,IRD,Iran
962,Atlas Aviation Group,IRH,Iran
963,Aram Airline,IRW,Iran
964,Aria Tour,IRX,Iran
965,Aerotaxi,ITE,Czech Republic
966,Avita-Servicos Aereos,ITF,Angola
967,Aero Citro,ITO,Mexico
968,Air Executive,IVE,Spain
969,Aviainvest,IWS,Russia
970,Air Bagan,JAB,Myanmar
971,Aerojal,JAD,Mexico
972,Airlink,JAR,Austria
973,Ambjek Air Services,JEE,Nigeria
974,Avfinity,UTX,United States
975,Alexandair,JMR,Canada
976,Air Jamaica Express,JMX,Jamaica
977,Air Swift Aviation,JOA,Australia
978,Aerojobeni,JOB,Mexico
979,Atyrau Air Ways,JOL,Kazakhstan
980,Aerosmith Aviation,JPR,United States
981,Arrendamiento de Aviones Jets,JTS,Mexico
982,Aero Juarez,JUA,Mexico
983,Air Canada Jazz,JZA,Canada
984,Asia Aero Survey and Consulting Engineers,KAA,Republic of Korea
985,Air Kirovograd,KAD,Ukraine
986,Air Mach,KAM,Italy
987,Air Kufra,KAV,Libya
988,Arkhabay,KEK,Kazakhstan
989,Aero Charter Krifka,KFK,Austria
990,Air Kraft Mir,KFT,Uzbekistan
991,Air Concorde,KGD,Bulgaria
992,Alexandria Airlines,KHH,Egypt
993,Afit,KIE,Germany
994,Air South,KKB,United States
995,Atlasjet,KKK,Turkey
996,Air Mali International,KLB,Mali
997,Aerokaluz,KLZ,Mexico
998,Air Koryo,KOR,Democratic People's Republic of Korea
999,Araiavia,KOY,Kazakhstan
1000,AeroSucre,KRE,Colombia
1001,Air Kokshetau,KRT,Kazakhstan
1002,Air Kissari,KSI,Angola
1003,Aeronavigaciya,KTN,Ukraine
1004,Alliance Avia,KVR,Kazakhstan
1005,Av Atlantic,KYC,United States
1006,Air Astana,KZR,Kazakhstan
1007,Aerovias De Lagos,LAG,Mexico
1008,Albanian Airlines,LBC,Albania
1009,Albisa,LBI,Mexico
1010,Albatros Airways,LBW,Albania
1011,Aerolineas Aereas Ejecutivas De Durango,LDG,Mexico
1012,Aerologic,LDL,Russia
1013,Al-Donas Airlines,LDN,Nigeria
1014,Aero Lider,LDR,Mexico
1015,Aleem,LEM,Egypt
1016,Aerolineas Ejecutivas,LET,Mexico
1017,Air Alfa,LFA,Turkey
1018,Aero Control Air,LFC,Canada
1019,Aerolaguna,LGN,Mexico
1020,Al Ahram Aviation,LHR,Egypt
1021,Alidaunia,LID,Italy
1022,Al-Dawood Air,LIE,Nigeria
1023,American Aviation,LKP,United States
1024,Airlink Solutions,LKS,Spain
1025,Air Solutions,LKY,United States
1026,Alliance Air,LLR,India
1027,Aerolima,LMA,Mexico
1028,Alamia Air,LML,Libya
1029,Air Plus Argentina,LMP,Argentina
1030,Almaty Aviation,LMT,Kazakhstan
1031,Aerolineas Mexicanas J S,LMX,Mexico
1032,Air Almaty,LMY,Kazakhstan
1033,Air Almaty ZK,LMZ,Kazakhstan
1034,Aerolane,LNE,Ecuador
1035,Airlink,LNK,South Africa
1036,Aerolineas Internacionales,LNT,Mexico
1037,Alok Air,LOK,Sudan
1038,Air Saint Louis,LOU,Senegal
1039,Alpine Aviation,LPC,South Africa
1040,Air Alps Aviation,LPV,Austria
1041,Alrosa-Avia,LRO,Russia
1042,Al Rida Airways,LRW,Mauritania
1043,Aurela,LSK,Lithuania
1044,Aerobusinessservice,LSM,Russia
1045,Alsair,LSR,France
1046,Aerotaxis Latinoamericanos,LTI,Mexico
1047,Alninati Aeronautics,LUC,Switzerland
1048,Atlantis European Airways,LUR,Armenia
1049,Aliven,LVN,Italy
1050,Aviavilsa,LVR,Lithuania
1051,Air Luxor GB,LXG,Guinea-Bissau
1052,Air Luxor,LXR,Portugal
1053,Apatas Air,LYT,Lithuania
1054,Air Ban,LZP,Bulgaria
1055,Air Lazur,LZR,Bulgaria
1056,Aerodromo De La Mancha,MAM,Spain
1057,Air Mauritius,MAU,Mauritius
1058,Avag Air,MBA,Austria
1059,Air Manas,MBB,Kyrgyzstan
1060,Airjet Exploracao Aerea De Carga,MBC,Angola
1061,Aeriantur-M,MBV,Moldova
1062,Air Mercia,MCB,United Kingdom
1063,Air Medical,MCD,United Kingdom
1064,Aerolineas Marcos,MCO,Mexico
1065,Atlantic Aero and Mid-Atlantic Freight,MDC,United States
1066,Air Madagascar,MDG,Madagascar
1067,Aerosud Charter,MDX,South Africa
1068,Air Meridan,MEF,Nigeria
1069,Aero McFly,MFL,Mexico
1070,Asia Pacific Airlines,MGE,United States
1071,Aeromagar,MGS,Mexico
1072,Aero Premier De Mexico,MIE,Mexico
1073,Air Moldova,MLD,Moldova
1074,Amal Airlines,MLF,Djibouti
1075,Air Mali,MLI,Mali
1076,Air Madeleine,MLN,Canada
1077,Aermarche,MMC,Italy
1078,Air Alsie,MMD,Denmark
1079,Aviation Company Meridian,MMM,Russia
1080,AMP Incorporated,MMP,United States
1081,Airmax,MMX,Peru
1082,Aerolineas Amanecer,MNE,Mexico
1083,Aero Mongolia,MNG,Mongolia
1084,Air Monarch Cargo,MOC,Mexico
1085,Aeropublicitaria De Angola,MOP,Angola
1086,Aerolineas De Morelia,MOR,Mexico
1087,Air Plus Comet,MPD,Spain
1088,Aeromexpress,MPX,Mexico
1089,Air ITM,MQT,France
1090,Aeromorelos,MRL,Mexico
1091,Aerocharter,MRM,Canada
1092,Abas,MRP,Czech Republic
1093,Air Mauritanie,MRT,Mauritania
1094,Air Cairo,MSC,Egypt
1095,Air Sport,MSK,Bulgaria
1096,Aeromas,MSM,Uruguay
1097,Aerol,MSO,Mexico
1098,Aero-Kamov,MSV,Russia
1099,Aerotaxis Metropolitanos,MTB,Mexico
1100,Aeromet Linea Aerea,MTE,Chile
1101,Air Metack,MTK,Angola
1102,Air Montegomery,MTY,United Kingdom
1103,Aerotaxi Mexicano,MXO,Mexico
1104,Aero Yaqui Mayo,MYS,Mexico
1105,AVC Airlines,MZK,Japan
1106,Aerovias Montes Azules,MZL,Mexico
1107,Aeroland Airways,,Greece
1109,Astair,,Russian Federation
1110,Albarka Air,NBK,Nigeria
1111,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,NCL,Angola
1112,Aero Servicios de Nuevo Laredo,NEL,Mexico
1113,Angoavia,NGV,Angola
1114,Aeroni,NID,Mexico
1115,Aeroejecutiva Nieto,NIE,Mexico
1116,Aero Contractors,NIG,Nigeria
1117,Aerokuzbass,NKZ,Russia
1118,Atlantic Airlines,NPT,United Kingdom
1119,Atlantic Richfield Company,NRS,United States
1120,Aerolineas Sosa,NSO,Honduras
1121,Aero Norte,NTD,Mexico
1122,Air Inter Ivoire,NTV,Ivory Coast
1123,Aeroservicios De Nuevo Leon,NUL,Mexico
1124,Avial NV Aviation Company,NVI,Russia
1125,Airwing,NWG,Norway
1126,Air Next,NXA,Japan
1127,Arkhangelsk 2 Aviation Division,OAO,Russia
1128,Aerogisa,OGI,Mexico
1129,Aerolineas Olve,OLV,Mexico
1130,Aeromega,OMG,United Kingdom
1131,Air One Nine,ONR,Libya
1132,Air Ontario,ONT,Canada
1133,Aerocorp,ORP,Mexico
1134,Action Air,ORS,Italy
1135,Aerosan,OSN,Mexico
1136,Aviapartner Limited Company,OSO,Russia
1137,Aliparma,PAJ,Italy
1138,Air Parabet,PBT,Bangladesh
1139,Air Burundi,PBU,Burundi
1140,Aeropostal Cargo de Mexico,PCG,Mexico
1141,Air Pack Express,PCK,Spain
1142,Air Palace,PCS,Mexico
1143,Aeropelican Air Services,PEL,Australia
1144,Aerolineas Chihuahua,PFI,Mexico
1145,Air Cargo Express International,PFT,United States
1146,Al Farana Airline,PHR,Egypt
1147,Ave.com,PHW,United Arab Emirates
1148,Air South West,PIE,United Kingdom
1149,Aeroservicios California Pacifico,PIF,Mexico
1150,AST Pakistan Airways,PKA,Pakistan
1151,Aero Personal,PNL,Mexico
1152,Aero Servicios Platinum,PNU,Mexico
1153,Apoyo Aereo,POY,Mexico
1154,Aerotransportes Privados,PRI,Mexico
1155,Atlantic Coast Jet,PRT,United States
1156,Air Paradise International,PRZ,Indonesia
1157,Aeroservicio Sipse,PSE,Mexico
1158,Aeroservicios Corporativos De San Luis,PSL,Mexico
1159,Aerotransportes Privados,PVA,Mexico
1160,Aereo Taxi Paraza,PZA,Mexico
1161,Air Class Lineas Aereas,QCL,Uruguay
1162,Aviation Consultancy Office,QEA,Australia
1163,Aero Taxi,QAT,Canada
1164,Aero Taxi Aviation,QKC,United States
1165,Aviation Quebec Labrador,QLA,Canada
1166,African Safari Airways,QSC,Kenya
1167,Aero Quimmco,QUI,Mexico
1168,Alada,RAD,Angola
1169,Aerotur-Air,RAI,Kazakhstan
1170,Air Center Helicopters,RAP,United States
1171,Aur Rum Benin,RBE,Benin
1172,Aeroserivios Del Bajio,RBJ,Mexico
1173,Airbus France,RBU,France
1174,Air Roberval,RBV,Canada
1175,Arubaexel,RBX,Aruba
1176,Air Charters Eelde,RCC,Netherlands
1177,Aerocer,RCE,Mexico
1178,Aeroflot-Cargo,RCF,Russia
1179,Air Mobility Command,RCH,United States
1180,Air Cassai,RCI,Angola
1181,Aero Renta De Coahuila,RCO,Mexico
1182,Aerocorp,RCP,Mexico
1183,Aerolineas Regionales,RCQ,Mexico
1184,Atlantic S.L.,RCU,Spain
1185,Air Service Center,RCX,Italy
1186,Adygeya Airlines,RDD,Russia
1187,Air Ada,RDM,Mauritania
1188,Aer Arann,REA,Ireland
1189,Aero-Rent,REN,Mexico
1190,Australian Maritime Safety Authority,RES,Australia
1191,Air Austral,REU,France
1192,Aero-Rey,REY,Mexico
1193,Aero Africa,RFC,Swaziland
1194,Aerotransportes Rafilher,RFD,Mexico
1195,Argo,RGO,Dominican Republic
1196,Airbourne School of Flying,RGT,United Kingdom
1197,Air Archipels,RHL,France
1198,Aviation Ministry of the Interior of the Russian Federation,RIF,Russian Federation
1199,Aeris Gestion,RIS,Spain
1200,Asian Spirit,RIT,Philippines
1201,Aeroservicios Jet,RJS,Mexico
1202,Air Afrique,RKA,Ivory Coast
1203,Airlinair,RLA,France
1204,Air Nelson,RLK,New Zealand
1205,Air Leone,RLL,Sierra Leone
1206,Aero Lanka,RLN,Sri Lanka
1207,Air Alize,RLZ,France
1208,Air Amder,RMD,Mauritania
1209,Armenian Airlines,RME,Armenia
1210,Armenian International Airways,RML,Armenia
1211,Arm-Aero,RMO,Armenia
1212,Air Max,RMX,Bulgaria
1213,Air Salone,RNE,Sierra Leone
1214,Aeronem Air Cargo,RNM,Ecuador
1215,Air Cargo Masters,RNR,United States
1216,Armavia,RNV,Armenia
1217,Aeroeste,ROE,Bolivia
1218,Aero Gen,ROH,Mexico
1219,Avior Airlines,ROI,Venezuela
1220,Aeroel Airways,ROL,Israel
1221,Aeromar,ROM,Dominican Republic
1222,Aeroitalia,ROO,Italy
1223,Aerodan,ROD,Mexico
1224,AeroRep,RPB,Colombia
1225,Aerolineas Del Pacifico,RPC,Ecuador
1226,Aero Roca,RRC,Mexico
1227,Aerotransportes Internacionales De Torreon,RRE,Mexico
1228,Acvila Air-Romanian Carrier,RRM,Romania
1229,Aerolineas Ejecutivas Tarascas,RSC,Mexico
1230,Aero-Service,RSR,Republic of the Congo
1231,Aerosur,RSU,Bolivia
1232,Aeronorte,RTE,Portugal
1233,Artis,RTH,France
1234,Arhabaev Tourism Airlines,RTO,Kazakhstan
1235,Air Turquoise,RTQ,France
1236,Aerotucan,RTU,Mexico
1237,Air Anastasia,RUD,Ukraine
1238,Air Rum,RUM,Sierra Leone
1239,ACT Havayollari,RUN,Turkey
1240,Air VIP,RVP,Portugal
1241,Aircompany Veteran,RVT,Armenia
1242,Alliance Express Rwanda,RWB,Rwanda
1243,Arrow Ecuador Arrowec,RWC,Ecuador
1244,Aerogroup 98 Limited,RWY,United Kingdom
1245,Aeroxtra,RXT,Mexico
1246,Express Air Charter,RXX,Canada
1247,Air Whitsunday,RWS,Australia
1248,Aero Zambia,RZL,Zambia
1249,Aero Zano,RZN,Mexico
1250,Anoka Air Charter,RZZ,United States
1251,Aerosaab,SBH,Mexico
1252,Associated Aviation,SCD,Nigeria
1253,American Jet International,SCM,United States
1254,Air Santo Domingo,SDO,Dominican Republic
1255,Aero Sudpacifico,SDP,Mexico
1256,Aero Servicios Ejecutivas Del Pacifico,SEF,Mexico
1257,Aero California,SER,Mexico
1258,A-Safar Air Services,SFM,Nigeria
1259,Aerosegovia,SGV,Nicaragua
1260,Airshare Holdings,SHH,United Kingdom
1261,Aerosiyusa,SIY,Mexico
1262,Aero Silza,SIZ,Mexico
1263,Air San Juan,SJN,United States
1264,Aero-North Aviation Services,SKP,Canada
1265,Aero Sami,SMI,Mexico
1266,Avient Aviation,SMJ,Zimbabwe
1267,Aerolineas Sol,SOD,Mexico
1268,Air Soleil,SOE,Mauritania
1269,Aero Soga,SOG,Guinea-Bissau
1270,Airspeed Aviation,SPD,Canada
1271,Air Service,SPJ,Macedonia
1272,Aeroservicios Ejecutivos Del Pacifico,SPO,Mexico
1273,Asian Aerospace Service,SPY,Thailand
1274,Airworld,SPZ,South Africa
1275,Alsaqer Aviation,SQR,Libya
1276,Air Safaris and Services,SRI,New Zealand
1277,Aero Servicio Corporativo,SRV,Mexico
1278,Air Sultan,SSL,Sierra Leone
1279,Aero 1 Pro-Jet,SSM,Canada
1280,Airquarius Air Charter,SSN,South Africa
1281,Aeropac,STK,United States
